epoch_ms,co2,co2temp,ch4,ch4temp
1723507200500,0.782000005,34.84999847,0.068000004,33.84999847
1723507201000,0.782000005,34.84999847,0.068000004,33.84999847
1723507201500,0.763000011,34.84999847,0.068000004,33.84999847
1723507202000,0.763000011,34.84999847,0.068000004,33.84999847
1723507202500,0.805000007,34.84999847,0.077,33.84999847
1723507203000,0.805000007,34.84999847,0.077,33.84999847
1723507203500,0.842999995,34.84999847,0.075999998,33.84999847
1723507204000,0.842999995,34.84999847,0.075999998,33.84999847
1723507204500,0.836000025,34.84999847,0.077,33.84999847
1723507205000,0.836000025,34.84999847,0.077,33.84999847
1723507205500,0.818000019,34.84999847,0.071999997,33.84999847
1723507206000,0.818000019,34.84999847,0.071999997,33.84999847
1723507206500,0.782000005,34.84999847,0.07,33.84999847
1723507207000,0.782000005,34.84999847,0.07,33.84999847
1723507207500,0.762000024,34.84999847,0.075000003,33.84999847
1723507208000,0.762000024,34.84999847,0.075000003,33.84999847
1723507208500,0.763999999,34.84999847,0.066,33.84999847
1723507209000,0.763999999,34.84999847,0.066,33.84999847
1723507209500,0.694000006,34.84999847,0.059999999,33.84999847
1723507210000,0.694000006,34.84999847,0.059999999,33.84999847
1723507210500,0.70599997,34.84999847,0.061999999,33.84999847
1723507211000,0.70599997,34.84999847,0.061999999,33.84999847
1723507211500,0.707000017,34.84999847,0.059999999,33.84999847
1723507212000,0.707000017,34.84999847,0.059999999,33.84999847
1723507212500,0.717000008,34.84999847,0.079000004,33.84999847
1723507213000,0.717000008,34.84999847,0.079000004,33.84999847
1723507213500,0.764999986,34.84999847,0.071999997,33.84999847
1723507214000,0.764999986,34.84999847,0.071999997,33.84999847
1723507214500,0.834999979,34.84999847,0.075000003,33.84999847
1723507215000,0.834999979,34.84999847,0.075000003,33.84999847
1723507215500,0.819999993,34.84999847,0.059999999,33.84999847
1723507216000,0.819999993,34.84999847,0.059999999,33.84999847
1723507216500,0.851000011,34.84999847,0.077,33.84999847
1723507217000,0.851000011,34.84999847,0.077,33.84999847
1723507217500,0.888999999,34.84999847,0.064999998,33.84999847
1723507218000,0.888999999,34.84999847,0.064999998,33.84999847
1723507218500,0.92900002,34.84999847,0.075000003,33.84999847
1723507219000,0.92900002,34.84999847,0.075000003,33.84999847
1723507219500,0.90200001,34.84999847,0.068999998,33.84999847
1723507220000,0.90200001,34.84999847,0.068999998,33.84999847
1723507220500,0.838,34.84999847,0.077,33.84999847
1723507221000,0.838,34.84999847,0.077,33.84999847
1723507221500,0.81099999,34.84999847,0.071000002,33.84999847
1723507222000,0.81099999,34.84999847,0.071000002,33.84999847
1723507222500,0.805000007,34.84999847,0.075999998,33.84999847
1723507223000,0.805000007,34.84999847,0.075999998,33.84999847
1723507223500,0.791999996,34.84999847,0.056000002,33.84999847
1723507224000,0.791999996,34.84999847,0.056000002,33.84999847
1723507224500,0.774999976,34.84999847,0.064999998,33.84999847
1723507225000,0.774999976,34.84999847,0.064999998,33.84999847
1723507225500,0.744000018,34.84999847,0.064000003,33.84999847
1723507226000,0.744000018,34.84999847,0.064000003,33.84999847
1723507226500,0.73299998,34.84999847,0.063000001,33.84999847
1723507227000,0.73299998,34.84999847,0.063000001,33.84999847
1723507227500,0.800999999,34.84999847,0.072999999,33.84999847
1723507228000,0.800999999,34.84999847,0.072999999,33.84999847
1723507228500,0.785000026,34.84999847,0.07,33.84999847
1723507229000,0.785000026,34.84999847,0.07,33.84999847
1723507229500,0.754999995,34.84999847,0.057999998,33.84999847
1723507230000,0.754999995,34.84999847,0.057999998,33.84999847
1723507230500,0.742999971,34.84999847,0.068000004,33.84999847
1723507231000,0.742999971,34.84999847,0.068000004,33.84999847
1723507231500,0.748000026,34.84999847,0.068999998,33.84999847
1723507232000,0.748000026,34.84999847,0.068999998,33.84999847
1723507232500,0.722000003,34.84999847,0.068000004,33.84999847
1723507233000,0.722000003,34.84999847,0.068000004,33.84999847
1723507233500,0.666999996,34.84999847,0.064000003,33.84999847
1723507234000,0.666999996,34.84999847,0.064000003,33.84999847
1723507234500,0.713999987,34.84999847,0.057,33.84999847
1723507235000,0.713999987,34.84999847,0.057,33.84999847
1723507235500,0.730000019,34.84999847,0.066,33.84999847
1723507236000,0.730000019,34.84999847,0.066,33.84999847
1723507236500,0.763000011,34.84999847,0.061999999,33.84999847
1723507237000,0.763000011,34.84999847,0.061999999,33.84999847
1723507237500,0.866999984,34.84999847,0.066,33.84999847
1723507238000,0.866999984,34.84999847,0.066,33.84999847
1723507238500,0.890999973,34.84999847,0.068000004,33.84999847
1723507239000,0.890999973,34.84999847,0.068000004,33.84999847
1723507239500,0.85799998,34.84999847,0.068999998,33.84999847
1723507240000,0.85799998,34.84999847,0.068999998,33.84999847
1723507240500,0.832000017,34.84999847,0.064000003,33.84999847
1723507241000,0.832000017,34.84999847,0.064000003,33.84999847
1723507241500,0.806999981,34.84999847,0.048999999,33.84999847
1723507242000,0.806999981,34.84999847,0.048999999,33.84999847
1723507242500,0.81099999,34.84999847,0.064000003,33.84999847
1723507243000,0.81099999,34.84999847,0.064000003,33.84999847
1723507243500,0.836000025,34.84999847,0.064999998,33.84999847
1723507244000,0.836000025,34.84999847,0.064999998,33.84999847
1723507244500,0.834999979,34.84999847,0.063000001,33.84999847
1723507245000,0.834999979,34.84999847,0.063000001,33.84999847
1723507245500,0.819000006,34.84999847,0.068000004,33.84999847
1723507246000,0.819000006,34.84999847,0.068000004,33.84999847
1723507246500,0.827000022,34.84999847,0.056000002,33.84999847
1723507247000,0.827000022,34.84999847,0.056000002,33.84999847
1723507247500,0.829999983,34.84999847,0.061000001,33.84999847
1723507248000,0.829999983,34.84999847,0.061000001,33.84999847
1723507248500,0.917999983,34.84999847,0.059999999,33.84999847
1723507249000,0.917999983,34.84999847,0.059999999,33.84999847
1723507249500,0.906000018,34.84999847,0.064000003,33.84999847
1723507250000,0.906000018,34.84999847,0.064000003,33.84999847
1723507250500,0.931999981,34.84999847,0.061000001,33.84999847
1723507251000,0.931999981,34.84999847,0.061000001,33.84999847
1723507251500,0.847000003,34.84999847,0.055,33.84999847
1723507252000,0.847000003,34.84999847,0.055,33.84999847
1723507252500,0.838999987,34.84999847,0.061999999,33.84999847
1723507253000,0.838999987,34.84999847,0.061999999,33.84999847
1723507253500,0.720000029,34.84999847,0.054000001,33.84999847
1723507254000,0.720000029,34.84999847,0.054000001,33.84999847
1723507254500,0.656000018,34.84999847,0.059999999,33.84999847
1723507255000,0.656000018,34.84999847,0.059999999,33.84999847
1723507255500,0.60799998,34.84999847,0.063000001,33.84999847
1723507256000,0.60799998,34.84999847,0.063000001,33.84999847
1723507256500,0.578999996,34.84999847,0.052999999,33.84999847
1723507257000,0.578999996,34.84999847,0.052999999,33.84999847
1723507257500,0.598999977,34.84999847,0.108000003,33.84999847
1723507258000,0.598999977,34.84999847,0.108000003,33.84999847
1723507258500,0.68900001,34.84999847,0.216000006,33.84999847
1723507259000,0.68900001,34.84999847,0.216000006,33.84999847
1723507259500,0.777999997,34.84999847,0.252999991,33.84999847
1723507260000,0.777999997,34.84999847,0.252999991,33.84999847
1723507260500,0.825999975,34.84999847,0.259000003,33.84999847
1723507261000,0.825999975,34.84999847,0.259000003,33.84999847
1723507261500,0.841000021,34.84999847,0.244000003,33.84999847
1723507262000,0.841000021,34.84999847,0.244000003,33.84999847
1723507262500,0.889999986,34.84999847,0.248999998,33.84999847
1723507263000,0.889999986,34.84999847,0.248999998,33.84999847
1723507263500,0.920000017,34.84999847,0.244000003,33.84999847
1723507264000,0.920000017,34.84999847,0.244000003,33.84999847
1723507264500,0.912999988,34.84999847,0.195999995,33.84999847
1723507265000,0.912999988,34.84999847,0.195999995,33.84999847
1723507265500,0.874000013,34.84999847,0.192000002,33.84999847
1723507266000,0.874000013,34.84999847,0.192000002,33.84999847
1723507266500,0.875,34.84999847,0.189999998,33.84999847
1723507267000,0.875,34.84999847,0.189999998,33.84999847
1723507267500,0.933000028,34.84999847,0.177000001,33.84999847
1723507268000,0.933000028,34.84999847,0.177000001,33.84999847
1723507268500,0.915000021,34.84999847,0.174999997,33.84999847
1723507269000,0.915000021,34.84999847,0.174999997,33.84999847
1723507269500,0.910000026,34.84999847,0.163000003,33.84999847
1723507270000,0.910000026,34.84999847,0.163000003,33.84999847
1723507270500,0.896000028,34.84999847,0.150000006,33.84999847
1723507271000,0.896000028,34.84999847,0.150000006,33.84999847
1723507271500,0.880999982,34.84999847,0.144999996,33.84999847
1723507272000,0.880999982,34.84999847,0.144999996,33.84999847
1723507272500,0.917999983,34.84999847,0.143000007,33.84999847
1723507273000,0.917999983,34.84999847,0.143000007,33.84999847
1723507273500,0.903999984,34.84999847,0.140000001,33.84999847
1723507274000,0.903999984,34.84999847,0.140000001,33.84999847
1723507274500,0.920000017,34.84999847,0.126000002,33.84999847
1723507275000,0.920000017,34.84999847,0.126000002,33.84999847
1723507275500,0.940999985,34.84999847,0.123000003,33.84999847
1723507276000,0.940999985,34.84999847,0.123000003,33.84999847
1723507276500,0.952000022,34.84999847,0.128000006,33.84999847
1723507277000,0.952000022,34.84999847,0.128000006,33.84999847
1723507277500,0.963,34.84999847,0.119999997,33.84999847
1723507278000,0.963,34.84999847,0.119999997,33.84999847
1723507278500,1.001000047,34.84999847,0.120999999,33.84999847
1723507279000,1.001000047,34.84999847,0.120999999,33.84999847
1723507279500,0.954999983,34.84999847,0.123000003,33.84999847
1723507280000,0.954999983,34.84999847,0.123000003,33.84999847
1723507280500,0.953000009,34.84999847,0.105999999,33.84999847
1723507281000,0.953000009,34.84999847,0.105999999,33.84999847
1723507281500,0.916000009,34.84999847,0.093999997,33.84999847
1723507282000,0.916000009,34.84999847,0.093999997,33.84999847
1723507282500,0.940999985,34.84999847,0.098999999,33.84999847
1723507283000,0.940999985,34.84999847,0.098999999,33.84999847
