epoch_ms,co2,co2temp,ch4,ch4temp
1723635162500,0.643000007,35.84999847,0.059,33.84999847
1723635163000,0.643000007,35.84999847,0.056000002,33.84999847
1723635163500,0.579999983,35.84999847,0.056000002,33.84999847
1723635164000,0.579999983,35.84999847,0.056000002,33.84999847
1723635164500,0.552999973,35.84999847,0.056000002,33.84999847
1723635165000,0.552999973,35.84999847,0.055,33.84999847
1723635165500,0.522000015,35.84999847,0.055,33.84999847
1723635166000,0.522000015,35.84999847,0.059,33.84999847
1723635166500,0.583999991,35.84999847,0.059,33.84999847
1723635167000,0.583999991,35.84999847,0.064000003,33.84999847
1723635167500,0.605000019,35.84999847,0.064000003,33.84999847
1723635168000,0.605000019,35.84999847,0.048999999,33.84999847
1723635168500,0.568000019,35.84999847,0.048999999,33.84999847
1723635169000,0.568000019,35.84999847,0.059999999,33.84999847
1723635169500,0.559000015,35.84999847,0.059999999,33.84999847
1723635170000,0.559000015,35.84999847,0.044,33.84999847
1723635170500,0.531000018,35.84999847,0.044,33.84999847
1723635171000,0.531000018,35.84999847,0.064999998,33.84999847
1723635171500,0.565999985,35.84999847,0.064999998,33.84999847
1723635172000,0.565999985,35.84999847,0.063000001,33.84999847
1723635172500,0.588,35.84999847,0.063000001,33.84999847
1723635173000,0.588,35.84999847,0.064999998,33.84999847
1723635173500,0.589999974,35.84999847,0.064999998,33.84999847
1723635174000,0.589999974,35.84999847,0.054000001,33.84999847
1723635174500,0.56400001,35.84999847,0.054000001,33.84999847
1723635175000,0.56400001,35.84999847,0.061999999,33.84999847
1723635175500,0.529999971,35.84999847,0.061999999,33.84999847
1723635176000,0.529999971,35.84999847,0.046,33.84999847
1723635176500,0.446999997,35.84999847,0.046,33.84999847
1723635177000,0.446999997,35.84999847,0.061999999,33.84999847
1723635177500,0.460000008,35.84999847,0.061999999,33.84999847
1723635178000,0.460000008,35.84999847,0.064999998,33.84999847
1723635178500,0.49000001,35.84999847,0.064999998,33.84999847
1723635179000,0.49000001,35.84999847,0.050999999,33.84999847
1723635179500,0.514999986,35.84999847,0.050999999,33.84999847
1723635180000,0.514999986,35.84999847,0.046999998,33.84999847
1723635180500,0.488000005,35.84999847,0.046999998,33.84999847
1723635181000,0.488000005,35.84999847,0.059,33.84999847
1723635181500,0.474000007,35.84999847,0.059,33.84999847
1723635182000,0.474000007,35.84999847,0.056000002,33.84999847
1723635182500,0.493999988,35.84999847,0.056000002,33.84999847
1723635183000,0.493999988,35.84999847,0.052000001,33.84999847
1723635183500,0.582000017,35.84999847,0.052000001,33.84999847
1723635184000,0.582000017,35.84999847,0.059999999,33.84999847
1723635184500,0.592000008,35.84999847,0.059999999,33.84999847
1723635185000,0.592000008,35.84999847,0.061999999,33.84999847
1723635185500,0.60799998,35.84999847,0.061999999,33.84999847
1723635186000,0.60799998,35.84999847,0.057,33.84999847
1723635186500,0.578999996,35.84999847,0.057,33.84999847
1723635187000,0.578999996,35.84999847,0.050000001,33.84999847
1723635187500,0.565999985,35.84999847,0.050000001,33.84999847
1723635188000,0.565999985,35.84999847,0.050999999,33.84999847
1723635188500,0.504000008,35.84999847,0.050999999,33.84999847
1723635189000,0.504000008,35.84999847,0.052000001,33.84999847
1723635189500,0.578000009,35.84999847,0.052000001,33.84999847
1723635190000,0.578000009,35.84999847,0.057999998,33.84999847
1723635190500,0.586000025,35.84999847,0.057999998,33.84999847
1723635191000,0.586000025,35.84999847,0.052000001,33.84999847
1723635191500,0.698000014,35.84999847,0.052000001,33.84999847
1723635192000,0.698000014,35.84999847,0.057999998,33.84999847
1723635192500,0.748000026,35.84999847,0.057999998,33.84999847
1723635193000,0.748000026,35.84999847,0.061000001,33.84999847
1723635193500,0.779999971,35.84999847,0.061000001,33.84999847
1723635194000,0.779999971,35.84999847,0.066,33.84999847
1723635194500,0.846000016,35.84999847,0.066,33.84999847
1723635195000,0.846000016,35.84999847,0.064999998,33.84999847
1723635195500,0.931999981,35.84999847,0.064999998,33.84999847
1723635196000,0.931999981,35.84999847,0.071999997,33.84999847
1723635196500,1.011000037,35.84999847,0.071999997,33.84999847
1723635197000,1.011000037,35.84999847,0.079000004,33.84999847
1723635197500,1.078999996,35.84999847,0.079000004,33.84999847
1723635198000,1.078999996,35.84999847,0.067000002,33.84999847
1723635198500,1.09800005,35.84999847,0.067000002,33.84999847
1723635199000,1.09800005,35.84999847,0.064999998,33.84999847
1723635199500,1.098999977,35.84999847,0.064999998,33.84999847
1723635200000,1.098999977,35.84999847,0.067000002,33.84999847
1723635200500,1.090999961,35.84999847,0.067000002,33.84999847
1723635201000,1.090999961,35.84999847,0.064999998,33.84999847
1723635201500,1.118999958,35.84999847,0.064999998,33.84999847
1723635202000,1.118999958,35.84999847,0.057999998,33.84999847
1723635202500,1.128999949,35.84999847,0.057999998,33.84999847
1723635203000,1.128999949,35.84999847,0.063000001,33.84999847
1723635203500,1.065999985,35.84999847,0.063000001,33.84999847
1723635204000,1.065999985,35.84999847,0.055,33.84999847
1723635204500,0.949000001,35.84999847,0.055,33.84999847
1723635205000,0.949000001,35.84999847,0.061999999,33.84999847
1723635205500,0.850000024,35.84999847,0.061999999,33.84999847
1723635206000,0.850000024,35.84999847,0.064000003,33.84999847
1723635206500,0.745000005,35.84999847,0.064000003,33.84999847
1723635207000,0.745000005,35.84999847,0.057999998,33.84999847
1723635207500,0.685000002,35.84999847,0.057999998,33.84999847
1723635208000,0.685000002,35.84999847,0.054000001,33.84999847
1723635208500,0.609000027,35.84999847,0.054000001,33.84999847
1723635209000,0.609000027,35.84999847,0.066,33.84999847
1723635209500,0.584999979,35.84999847,0.066,33.84999847
1723635210000,0.584999979,35.84999847,0.059,33.84999847
1723635210500,0.606999993,35.84999847,0.059,33.84999847
1723635211000,0.606999993,35.84999847,0.052000001,33.84999847
1723635211500,0.568000019,35.84999847,0.052000001,33.84999847
1723635212000,0.568000019,35.84999847,0.054000001,33.84999847
1723635212500,0.560000002,35.84999847,0.054000001,33.84999847
1723635213000,0.560000002,35.84999847,0.052999999,33.84999847
1723635213500,0.537,35.84999847,0.052999999,33.84999847
1723635214000,0.537,35.84999847,0.050999999,33.84999847
1723635214500,0.43900001,35.84999847,0.050999999,33.84999847
1723635215000,0.43900001,35.84999847,0.046999998,33.84999847
1723635215500,0.416999996,35.84999847,0.046999998,33.84999847
