timestamp,co2_conc,co2temp,ch4_conc,ch4temp,peak
2025-04-14 00:00:00.500,0.782000005,34.84999847,0.068000004,33.84999847,0
2025-04-14 00:00:01.000,0.782000005,34.84999847,0.068000004,33.84999847,0
2025-04-14 00:00:01.500,0.763000011,34.84999847,0.068000004,33.84999847,0
2025-04-14 00:00:02.000,0.763000011,34.84999847,0.068000004,33.84999847,0
2025-04-14 00:00:02.500,0.805000007,34.84999847,0.077,33.84999847,0
2025-04-14 00:00:03.000,0.805000007,34.84999847,0.077,33.84999847,0
2025-04-14 00:00:03.500,0.842999995,34.84999847,0.075999998,33.84999847,0
2025-04-14 00:00:04.000,0.842999995,34.84999847,0.075999998,33.84999847,0
2025-04-14 00:00:04.500,0.836000025,34.84999847,0.077,33.84999847,0
2025-04-14 00:00:05.000,0.836000025,34.84999847,0.077,33.84999847,0
2025-04-14 00:00:05.500,0.818000019,34.84999847,0.071999997,33.84999847,0
2025-04-14 00:00:06.000,0.818000019,34.84999847,0.071999997,33.84999847,0
2025-04-14 00:00:06.500,0.782000005,34.84999847,0.07,33.84999847,0
2025-04-14 00:00:07.000,0.782000005,34.84999847,0.07,33.84999847,0
2025-04-14 00:00:07.500,0.762000024,34.84999847,0.075000003,33.84999847,0
2025-04-14 00:00:08.000,0.762000024,34.84999847,0.075000003,33.84999847,0
2025-04-14 00:00:08.500,0.763999999,34.84999847,0.066,33.84999847,0
2025-04-14 00:00:09.000,0.763999999,34.84999847,0.066,33.84999847,0
2025-04-14 00:00:09.500,0.694000006,34.84999847,0.059999999,33.84999847,0
2025-04-14 00:00:10.000,0.694000006,34.84999847,0.059999999,33.84999847,0
2025-04-14 00:00:10.500,0.70599997,34.84999847,0.061999999,33.84999847,0
2025-04-14 00:00:11.000,0.70599997,34.84999847,0.061999999,33.84999847,0
2025-04-14 00:00:11.500,0.707000017,34.84999847,0.059999999,33.84999847,0
2025-04-14 00:00:12.000,0.707000017,34.84999847,0.059999999,33.84999847,0
2025-04-14 00:00:12.500,0.717000008,34.84999847,0.079000004,33.84999847,0
2025-04-14 00:00:13.000,0.717000008,34.84999847,0.079000004,33.84999847,0
2025-04-14 00:00:13.500,0.764999986,34.84999847,0.071999997,33.84999847,0
2025-04-14 00:00:14.000,0.764999986,34.84999847,0.071999997,33.84999847,0
2025-04-14 00:00:14.500,0.834999979,34.84999847,0.075000003,33.84999847,0
2025-04-14 00:00:15.000,0.834999979,34.84999847,0.075000003,33.84999847,0
2025-04-14 00:00:15.500,0.819999993,34.84999847,0.059999999,33.84999847,0
2025-04-14 00:00:16.000,0.819999993,34.84999847,0.059999999,33.84999847,0
2025-04-14 00:00:16.500,0.851000011,34.84999847,0.077,33.84999847,0
2025-04-14 00:00:17.000,0.851000011,34.84999847,0.077,33.84999847,0
2025-04-14 00:00:17.500,0.888999999,34.84999847,0.064999998,33.84999847,0
2025-04-14 00:00:18.000,0.888999999,34.84999847,0.064999998,33.84999847,0
2025-04-14 00:00:18.500,0.92900002,34.84999847,0.075000003,33.84999847,0
2025-04-14 00:00:19.000,0.92900002,34.84999847,0.075000003,33.84999847,0
2025-04-14 00:00:19.500,0.90200001,34.84999847,0.068999998,33.84999847,0
2025-04-14 00:00:20.000,0.90200001,34.84999847,0.068999998,33.84999847,0
2025-04-14 00:00:20.500,0.838,34.84999847,0.077,33.84999847,0
2025-04-14 00:00:21.000,0.838,34.84999847,0.077,33.84999847,0
2025-04-14 00:00:21.500,0.81099999,34.84999847,0.071000002,33.84999847,0
2025-04-14 00:00:22.000,0.81099999,34.84999847,0.071000002,33.84999847,0
2025-04-14 00:00:22.500,0.805000007,34.84999847,0.075999998,33.84999847,0
2025-04-14 00:00:23.000,0.805000007,34.84999847,0.075999998,33.84999847,0
